iteration,max_iter,r-residual,s_residual,rho,mze,mae,time
45,1,0.00018469852511771023,0.0003715578350238502,0.078125,0.04013986140489578,0.07454545795917511,3.069957699999975
46,1,0.00018494765390641987,0.0003701913810800761,0.078125,0.03999999910593033,0.0742657333612442,3.125324199999966
47,1,0.00018512677343096584,0.0003688360739033669,0.078125,0.03972027823328972,0.07370629161596298,3.160530699999981
48,1,0.000185128184966743,0.00036748877028003335,0.078125,0.03986014053225517,0.07398601621389389,3.1631014000000164
49,1,0.00018552674737293273,0.0003661525552161038,0.078125,0.03972027823328972,0.07370629161596298,3.109937900000034
50,1,0.00018575972353573889,0.0003648246929515153,0.078125,0.03972027823328972,0.07370629161596298,3.1679942999999753
51,1,0.0001859038748079911,0.00036350684240460396,0.078125,0.03972027823328972,0.07370629161596298,3.3351798999999573
52,1,0.00018602446652948856,0.000362197810318321,0.078125,0.03944056108593941,0.07314684987068176,3.1544920999999704
53,1,0.00018617630121298134,0.000360898528015241,0.078125,0.03944056108593941,0.07314684987068176,3.0502958999999805
54,1,0.00018642545910552144,0.0003596073656808585,0.078125,0.03944056108593941,0.07314684987068176,3.1831502
55,1,0.00018652735161595047,0.00035832624416798353,0.078125,0.03944056108593941,0.07314684987068176,3.0549091000000317
56,1,0.00018674645980354398,0.000357053242623806,0.078125,0.03944056108593941,0.07314684987068176,3.1425380999999675
57,1,0.0001867196842795238,0.0003557896998245269,0.078125,0.03958041965961456,0.07342657446861267,3.032045900000014
58,1,0.00018696514598559588,0.00035453494638204575,0.078125,0.03958041965961456,0.07342657446861267,3.0901114999999777
59,1,0.0001871018612291664,0.00035328854573890567,0.078125,0.03944056108593941,0.07314684987068176,3.0551335999999765
60,1,0.000187060417374596,0.0003520511672832072,0.078125,0.03944056108593941,0.07314684987068176,3.1181629000000157
61,1,0.0001872578141046688,0.00035082167596556246,0.078125,0.03930069878697395,0.07286713272333145,3.08909349999999
62,1,0.0001872852153610438,0.00034960158518515527,0.078125,0.03930069878697395,0.07286713272333145,3.087851100000023
63,1,0.00018740691302809864,0.00034838891588151455,0.078125,0.0391608402132988,0.07258741557598114,3.101202100000023
64,1,0.00018746827845461667,0.00034718518145382404,0.078125,0.0391608402132988,0.07258741557598114,3.1824842999999987
65,1,0.00018744872068054974,0.0003459891304373741,0.078125,0.039020977914333344,0.07230769097805023,3.177044599999988
66,1,0.0001877008908195421,0.00034480096655897796,0.078125,0.039020977914333344,0.07230769097805023,3.277212700000007
67,1,0.00018772471230477095,0.00034362165024504066,0.078125,0.039020977914333344,0.07230769097805023,3.0754866000000334
68,1,0.00018763354455586523,0.00034244981361553073,0.078125,0.039020977914333344,0.07230769097805023,3.2296400999999832
69,1,0.00018770487804431468,0.00034128609695471823,0.078125,0.039020977914333344,0.07230769097805023,3.291047400000025
70,1,0.00018778689263854176,0.0003401298017706722,0.078125,0.038741257041692734,0.07174824923276901,3.222244200000034
71,1,0.00018773457850329578,0.00033898133551701903,0.078125,0.038741257041692734,0.07174824923276901,3.1206948999999895
72,1,0.00018765772983897477,0.0003378405817784369,0.078125,0.038741257041692734,0.07174824923276901,3.175386899999978
73,1,0.00018777810328174382,0.00033670771517790854,0.078125,0.038741257041692734,0.07174824923276901,3.046332100000029
74,1,0.0001876905735116452,0.00033558206632733345,0.078125,0.038741257041692734,0.07174824923276901,3.21201769999999
75,1,0.00018770356837194413,0.00033446380984969437,0.078125,0.038741257041692734,0.07174824923276901,3.1981161000000498
76,1,0.00018762651598080993,0.0003333526838105172,0.078125,0.03860139846801758,0.0714685320854187,3.2600075999999945
77,1,0.0001877433678600937,0.00033224927028641105,0.078125,0.03832167759537697,0.07090909034013748,3.0344890999999734
78,1,0.00018757312500383705,0.00033115275437012315,0.078125,0.03832167759537697,0.07090909034013748,3.1386109000000033
79,1,0.00018762145191431046,0.0003300643293187022,0.078125,0.03818181902170181,0.07062937319278717,3.2013826999999537
80,1,0.00018741028907243162,0.00032898213248699903,0.078125,0.03818181902170181,0.07062937319278717,3.0982742999999573
81,1,0.00018743370310403407,0.0003279070951975882,0.078125,0.03818181902170181,0.07062937319278717,3.1982208000000583
82,1,0.0001873179426183924,0.0003268382861278951,0.078125,0.03818181902170181,0.07062937319278717,3.030270900000005
83,1,0.00018736683705355972,0.00032577660749666393,0.078125,0.03804195672273636,0.07034964859485626,3.1574107999999796
84,1,0.0001871797867352143,0.00032472272869199514,0.078125,0.03804195672273636,0.07034964859485626,3.238970600000016
85,1,0.00018710036238189787,0.00032367499079555273,0.078125,0.03804195672273636,0.07034964859485626,3.1506083000000444
86,1,0.00018686488328967243,0.0003226334520149976,0.078125,0.03804195672273636,0.07034964859485626,3.0281523999999536
87,1,0.00018684698443394154,0.0003215996257495135,0.078125,0.03804195672273636,0.07034964859485626,3.0752924999999323
88,1,0.0001868144900072366,0.00032057156204245985,0.078125,0.03804195672273636,0.07034964859485626,3.1566237999999203
89,1,0.0001866016536951065,0.00031954963924363256,0.078125,0.03804195672273636,0.07034964859485626,3.1315612000000783
90,1,0.0001866325328592211,0.00031853505061008036,0.078125,0.03804195672273636,0.07034964859485626,3.07797220000009
91,1,0.00018642653594724834,0.0003175259626004845,0.078125,0.0379020981490612,0.07006993144750595,3.094249999999988
92,1,0.00018619958427734673,0.0003165235975757241,0.078125,0.0379020981490612,0.07006993144750595,3.0528021999999737
93,1,0.0001860155025497079,0.00031552769360132515,0.078125,0.0379020981490612,0.07006993144750595,3.1099001000000044
94,1,0.0001859919138951227,0.0003145373484585434,0.078125,0.0379020981490612,0.07006993144750595,3.203713999999991
95,1,0.00018585415091365576,0.0003135535807814449,0.078125,0.0379020981490612,0.07006993144750595,3.1082070999999587
96,1,0.00018554487905930728,0.00031257624505087733,0.078125,0.0379020981490612,0.07006993144750595,3.165856299999973
97,1,0.0001854339789133519,0.00031160376965999603,0.078125,0.0379020981490612,0.07006993144750595,3.19186789999992
98,1,0.0001853045105235651,0.0003106384538114071,0.078125,0.0379020981490612,0.07006993144750595,3.0710225000000264
99,1,0.00018500241276342422,0.0003096776199527085,0.078125,0.03804195672273636,0.07034964859485626,3.1350565999999844
